# Fake RT CL GaAs spectrum  
# Energy (eV)  -  Normalised CL
1.217405	0.000260
1.218041	0.000469
1.218678	0.000405
1.219316	-0.000335
1.219954	-0.000172
1.220593	-0.000006
1.221233	0.000182
1.221873	-0.000031
1.222514	0.000444
1.223156	-0.000021
1.223798	-0.000103
1.224442	-0.000175
1.225085	0.000481
1.225730	0.000025
1.226375	0.000674
1.227021	0.000411
1.227667	0.000249
1.228314	0.000532
1.228962	0.000702
1.229611	0.000854
1.230260	0.000694
1.230910	0.000278
1.231561	0.000519
1.232212	0.000851
1.232864	0.000833
1.233517	0.000969
1.234170	0.000617
1.234824	0.000708
1.235479	0.001003
1.236134	0.000826
1.236791	0.001047
1.237447	0.000542
1.238105	0.000540
1.238763	0.000598
1.239422	0.001059
1.240082	0.001447
1.240742	0.001184
1.241403	0.001092
1.242065	0.001525
1.242728	0.001263
1.243391	0.001020
1.244055	0.001299
1.244720	0.001382
1.245385	0.001502
1.246051	0.001346
1.246718	0.001367
1.247385	0.001046
1.248054	0.000942
1.248723	0.001448
1.249392	0.001579
1.250063	0.001477
1.250734	0.001622
1.251406	0.001870
1.252078	0.002166
1.252751	0.002002
1.253425	0.002325
1.254100	0.001920
1.254776	0.001932
1.255452	0.001772
1.256129	0.001570
1.256807	0.001250
1.257485	0.001095
1.258164	0.000922
1.258844	0.001457
1.259525	0.001610
1.260206	0.001792
1.260888	0.001984
1.261571	0.001716
1.262254	0.001331
1.262939	0.001166
1.263624	0.001291
1.264310	0.001560
1.264996	0.001664
1.265684	0.001697
1.266372	0.001794
1.267060	0.001653
1.267750	0.001730
1.268440	0.001714
1.269131	0.001509
1.269823	0.001587
1.270516	0.001755
1.271209	0.002231
1.271903	0.002164
1.272598	0.002041
1.273294	0.002001
1.273990	0.002247
1.274687	0.002090
1.275385	0.002131
1.276084	0.002373
1.276783	0.002395
1.277484	0.002189
1.278185	0.002398
1.278886	0.002386
1.279589	0.002522
1.280292	0.002436
1.280996	0.002474
1.281701	0.002369
1.282407	0.002468
1.283113	0.002703
1.283821	0.002666
1.284529	0.002564
1.285238	0.002878
1.285947	0.002572
1.286657	0.002854
1.287369	0.002681
1.288081	0.003074
1.288793	0.002748
1.289507	0.003155
1.290221	0.003226
1.290936	0.003296
1.291652	0.003350
1.292369	0.003138
1.293086	0.003185
1.293805	0.003514
1.294524	0.003602
1.295244	0.003683
1.295964	0.003899
1.296686	0.003996
1.297408	0.004340
1.298131	0.004044
1.298855	0.004145
1.299580	0.004240
1.300306	0.004224
1.301032	0.003963
1.301759	0.003803
1.302487	0.003720
1.303216	0.003836
1.303946	0.003991
1.304676	0.004192
1.305408	0.004386
1.306140	0.004336
1.306873	0.004384
1.307607	0.004248
1.308341	0.004446
1.309077	0.004320
1.309813	0.004377
1.310550	0.004548
